Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d                
2012      3         15        0.21                0.25                354.19              
2012      4         18        0.07                0.12                84.53               
2012      5         24        0.18                0.11                88.13               
2012      6         20        0.26                0.11                240.66              
2012      7         24        0.17                0.1                 83.89               
2012      8         22        0.16                0.25                377.23              
2012      9         19        0.16                0.2                 105.44              
2012      10        17        0.046               0.15                69.36               
2012      11        21        0.015               0.17                49.5                
2012      12        19        0.037               0.22                32.07               
2013      1         17        0.008               0.22                17.8                
2013      2         19        0.01                0.22                12.97               
2013      3         13        0.007               0.22                18.34               
2013      4         18        0.01                0.14                27.28               
2013      5         23        0.035               0.11                26.49               
2013      6         25        0.16                0.34                845.01              
2013      7         17        0.18                0.1                 111.43              
2013      8         22        0.095               0.14                55.93               
2013      9         19        0.15                0.24                111.63              
2013      10        16        0.04                0.14                40.16               
2013      11        20        0.022               0.22                36.74               
2013      12        19        0.016               0.25                36.32               
2014      1         22        0.009               0.22                19.8                
2014      2         19        0.006               0.2                 11.16               
2014      3         19        0.007               0.19                8.94                
2014      4         9         0.065               0.28                33.63               
2014      4         10        0.065               0.28                31.09               
2014      5         15        0.049               0.13                45.04               
2014      6         17        0.2                 0.48                1095.42             
2014      7         16        0.16                0.12                69.42               
2014      8         13        0.11                0.1                 50.5                
2014      9         10        0.11                0.25                204.19              
2014      10        16        0.13                0.52                378.3               
2014      11        12        0.056               0.17                56.97               
2014      12        10        0.13                0.29                154.57              
2015      1         14        0.023               0.22                83.3                
2015      2         11        0.082               0.2                 61.97               
2015      3         19        0.004               0.19                34.05               
2015      3         19        0.031               0.19                34.05               
2015      4         22        0.13                0.46                540.69              
2015      5         27        0.17                0.12                118.09              
2015      6         17        0.17                0.22                93.54               
2015      7         27        0.26                0.11                326.4               
2015      8         19        0.22                0.07                126.04              
2015      9         9         0.2                 0.1                 351.14              
2015      10        21        0.13                0.12                121.6               
2015      11        18        0.1                 0.17                96.48               
2015      12        16        0.095               0.15                54.98               
2016      1         20        0.031               0.19                45.8                
2016      2         17        0.024               0.16                39.0                
2016      3         21        0.035               0.17                44.78               
2016      4         20        0.042               0.11                33.76               
2016      5         18        0.12                0.11                26.86               
2016      6         7         0.82                0.55                380.53              
2016      7         20        0.27                0.13                125.53              
2016      8         17        0.18                0.13                61.86               
2016      9         21        0.13                0.14                89.11               
2016      10        19        0.089               0.07                87.42               
2016      11        16        0.04                0.18                55.26               
2016      12        14        0.031               0.18                34.82               
2017      1         18        0.007               0.21                20.69               
2017      2         22        0.004               0.18                16.45               
2017      3         23        0.003               0.23                36.32               
2017      4         26        0.01                0.12                31.29               
2017      5         24        0.22                0.21                33.03               
2017      6         22        0.12                0.09                28.08               
2017      7         19        0.13                0.09                23.14               
2017      8         16        0.066               0.11                23.22               
2017      9         26        0.018               0.18                21.52               
2017      10        25        0.008               0.25                13.87               
2017      11        29        0.016               0.26                13.37               
2017      12        20        0.009               0.28                12.33               
2018      1         17        0.01                0.25                21.15               
2018      2         20        0.006               0.26                7.2                 
2018      3         21        0.009               0.23                3.33                
2018      4         18        0.003               0.19                0.43                
2018      5         16        0.35                0.42                34.13               
2018      6         20        0.39                0.4                 149.29              
2018      7         18        0.024               0.13                19.69               
2018      8         15        0.003               0.1                 11.32               
2018      9         12        0.003               0.14                11.44               
2018      10        24        0.007               0.2                 14.81               
2018      11        22        0.008               0.2                 6.53                
2018      12        19        0.013               0.31                19.5                
